Anio,Fecha,Segmento,Marca,Modelo,Valor,Modelo_Original,Archivo_Origen
2018,2018-02-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,2,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,3,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,0,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,5,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,0,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,0,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,0,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,0,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,8,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,0,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Mediano,MASERATI,MASERATI LEVANTE CAMIONETA,1,MASERATI LEVANTE CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,3,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,0,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,0,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,0,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,1,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,4,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,3,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,2,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,0,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,2,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,2,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Mediano,CADILLAC,CADILLAC XT5 CAMIONETA,3,CADILLAC XT5 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,3,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,0,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,2,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,0,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,1,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,3,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,0,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,1,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,1,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,2,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,1,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Mediano,PORSCHE,PORSCHE MACAN CAMIONETA,1,PORSCHE MACAN CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,0,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,0,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,2,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,1,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,2,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,2,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,2,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,0,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,1,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,0,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,4,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Mediano,LAND ROVER,LAND ROVER DISCOVERY,1,LAND ROVER DISCOVERY,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,0,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,9,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Mediano,AUDI,AUDI Q8 CAMIONETA,4,AUDI Q8 CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,1,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,0,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,2,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKC CAMIONETA,2,LINCOLN MKC CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,1,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,2,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,0,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,0,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,0,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,1,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,1,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,0,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,0,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,0,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,0,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKX CAMIONETA,0,LINCOLN MKX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,1,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Mediano,LINCOLN,LINCOLN MKT CAMIONETA,0,LINCOLN MKT CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,2,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,2,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,3,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,5,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,7,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,6,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,7,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,2,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,8,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,5,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,3,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Grande,INFINITI,INFINITI QX CAMIONETA,6,INFINITI QX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,5,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,4,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,4,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,5,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,3,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,2,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,6,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,2,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,5,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,5,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,7,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Grande,LEXUS,LEXUS LX CAMIONETA,6,LEXUS LX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,2,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,4,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,4,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,2,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,14,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,8,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,3,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,9,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,5,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,2,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,1,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Grande,MERCEDES BENZ,MERCEDES BENZ GLS CAMIONETA,0,MERCEDES BENZ GLS CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-01-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,4,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-02-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,5,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-03-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,7,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-04-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,3,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-05-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,3,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-06-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,5,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-07-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,2,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-08-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,5,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-09-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,4,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-10-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,2,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-11-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,4,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
2018,2018-12-01,Lujo Suv Grande,LEXUS,LEXUS GX CAMIONETA,6,LEXUS GX CAMIONETA,CUADROS ESTADISTICOS DE DICIEMBRE-2018.xlsx
